a,b,c,d,e
-0.4417529296875,-0.6950732421875001,-0.2878466796875001,0.09356542968749992,0.10420410156249998
0.13338183593750003,0.12379296874999968,0.10236230468749996,0.021897460937500002,0.03566015625000002
0.14081152343750003,0.18605371093749978,0.05806542968750006,0.04938378906249996,0.10300292968750008
-0.18570507812499998,0.1406298828125001,0.0354619140625001,-0.08078320312499998,-0.29172265625
0.03504687500000003,0.26110156250000016,0.15580761718750002,-0.10701855468749999,-0.03294921875000001
0.1554755859375,0.07340527343749992,0.14434667968749992,0.04380664062499995,0.01263964843750004
0.031965820312500004,-0.4256708984374997,-0.21658886718750003,0.006404296874999993,0.17793945312500004
0.062491210937499986,-0.06356152343749999,-0.03662597656250011,-0.009502929687499995,0.13360253906250003
-0.19489550781249998,-0.14533105468749996,0.01621484374999982,0.07396679687499996,0.001033203124999993
0.03793457031249997,0.1122148437499999,0.1607246093750001,-0.02644140625000002,-0.1974208984375
0.21075683593749994,-0.25015624999999986,-0.10554687500000015,0.1148681640625,0.28897265625
-0.16248632812500008,-0.15780175781249994,-0.18982519531250008,-0.02354980468750001,-0.03979101562500004
-0.013049804687500055,0.1220693359374998,-0.049078125000000083,0.016525390625000025,0.08352050781249998
-0.33032421874999995,-0.4052958984374997,-0.16506542968750004,0.07499999999999996,-0.0018720703125000293
-0.1523505859375,0.023731445312499932,0.1413339843749999,-0.03139941406250002,-0.06547070312499997
-0.30954882812499995,-0.27404980468749995,-0.14233496093749998,0.06734375000000004,0.17358789062500002
0.020150390625000014,0.03243066406249984,0.02447167968749997,-0.0012402343749999822,0.00020605468750001243
0.1500595703125,0.16127539062500018,0.02534667968749993,0.04917773437499995,0.14280859375
0.27259179687499996,0.11641113281249993,0.2895791015625,-0.006404296874999993,0.010161132812500029
0.07255078125000003,-0.020419921875000302,-0.00637109374999989,-0.03305175781250003,0.015958007812500008
0.189859375,0.08049804687500028,0.03345019531250015,-0.03408496093750002,0.04971972656250001
-0.12478906249999999,0.003329101562500103,0.018678710937499954,-0.017145507812500016,-0.03190332031249998
0.10361621093750001,0.0793515625000003,0.09121777343750015,-0.07209472656250004,-0.10525000000000001
-0.17396679687500002,-0.22479101562500015,-0.06675488281249997,0.017972656249999996,-0.07997070312499999
0.1654892578125,0.240140625,0.12597558593750002,-0.06322460937499996,-0.04249023437499999
-0.0931328125,-0.05037792968749999,0.001299804687500128,0.0014462890624999947,0.032961914062499986
0.151609375,0.6042080078125001,0.20459765625000004,-0.05226367187500003,-0.15806835937500002
0.07769628906250003,0.17791503906249995,0.12017382812499999,-0.07665234374999996,0.029010742187499994
0.002263671874999984,-0.048365234374999844,-0.02968652343749989,0.006610351562500005,0.004970703125000031
-0.30844921875,-0.40048632812499996,-0.24295605468750003,0.001033203124999993,0.0074746093749999964
0.13700390625000003,0.17011816406250002,0.08383593749999996,0.03884960937499993,0.06257910156250002
-0.0262099609375,-0.10306542968750021,0.015484374999999995,0.011361328125000014,0.016164062499999965
-0.02692968750000002,0.308763671875,0.008401367187500064,-0.06445117187500005,-0.11623730468750004
-0.37752050781249996,-0.05530468750000006,-0.1149765625000001,0.10682519531250012,-0.08784667968749998
0.240046875,0.26667871093749973,0.22514355468750002,0.00020605468750001243,0.0932685546875
-0.03494335937499998,0.20565234374999997,0.07412792968750015,-0.031193359375000007,-0.029217773437499983
-0.050669921875000024,-0.1856025390624998,-0.08398046875000009,0.051644531250000014,0.04061816406250002
0.08273828124999999,0.1845654296874999,0.15811718750000003,-0.05806054687499995,-0.007450195312499963
0.35482812500000005,0.15360546874999992,0.16390136718750004,-0.07561914062499997,-0.18308984375
-0.09567968749999994,-0.023171875000000064,-0.1552031249999999,-0.054342773437499936,-0.09326953124999998
0.12212011718749999,0.22257226562499977,-0.017081054687499986,0.09401757812500011,-0.06091406249999998
-0.08397265625,-0.12681542968749993,-0.09860742187499993,0.019417968750000014,0.017404296875000003
0.2999140625,0.38038183593749997,0.16115820312500007,-0.02354980468750001,0.021354492187500018
0.036178710937500025,-0.11684375000000014,-0.11770996093749986,0.07394042968749992,0.16449804687500003
0.026416015625000067,0.04502734375000017,-0.030254882812499995,0.08327539062500011,0.07129492187500003
0.06382226562499999,0.09700097656249973,0.01823632812499998,0.024169921875,0.019263671875
0.32279882812499994,0.4267626953125001,0.3765927734375001,-0.008689453125000135,0.12577832031250002
-0.2076435546875,-0.1011972656250002,-0.029687499999999867,0.06735644531249996,-0.0004130859375000018
-0.09816894531249998,-0.029525390624999925,0.01187500000000008,0.023561523437499954,0.022375000000000034
0.013557617187500037,-0.005351562500000018,0.023306640624999986,-0.08926562500000013,-0.083740234375
-0.10708300781249996,-0.13407910156250002,-0.08035351562499993,-0.05929980468749996,-0.04434863281250001
0.017989257812499992,-0.04619140625000018,0.001885742187500039,-0.015700195312499998,0.0026982421874999774
-0.013873046874999961,-0.03806933593750017,-0.08080468750000014,0.045873046874999934,-0.023833984375000006
-0.22935742187499997,-0.040541992187499876,-0.029533203124999963,-0.114455078125,-0.18027539062500003
0.6020087890625,0.2397705078125001,0.21196972656250002,0.003305664062499991,0.10237109374999998
0.0049267578125000155,-0.011144531250000256,-0.11004003906250004,-0.01817871093750001,-0.11897460937500004
0.12343945312499993,0.13160742187500007,0.11670898437499999,0.025822265625000007,0.09987890625000001
-0.11326367187500003,-0.02287402343749978,-0.015494140624999986,0.007436523437500009,0.00641699218749997
-0.09641894531249995,-0.08904296875000028,-0.18620703125000015,0.040902343750000014,-0.0043505859374999845
-0.308205078125,-0.23088281250000042,-0.11742089843749981,0.0107421875,0.015337890625000017
-0.489689453125,0.08524511718750016,0.039820312500000066,0.025202148437500016,-0.06028125000000001
-0.1593857421875,-0.09310351562500019,-0.025202148437500016,-0.007436523437500009,-0.07088085937499994
0.23427734375,0.20873828125000005,0.19256835937499983,-0.07768554687499996,-0.040010742187500004
-0.06701269531249998,-0.01490625000000012,-0.026934570312499906,-0.04545996093749993,-0.05720800781250002
0.004933593749999965,-0.10785742187500036,0.0314189453125,-0.003305664062499991,0.022180664062500022
-0.03041601562499996,-0.0902158203125003,0.004917968750000057,0.0318134765625,0.002066406249999986
-0.011004882812500005,0.06067382812500011,0.058056640625000044,-0.016732421875000014,-0.05283203125000002
0.17246874999999995,0.07398339843750001,0.18461035156249994,0.002685546875,0.0035117187500000036
0.049537109375,0.033296875000000004,0.04952050781250006,0.0014453125000000178,0.007875976562499998
0.13393554687499998,0.044015625000000114,0.036779296875000034,-0.006404296874999993,0.02631249999999996
-0.106607421875,0.028522460937499883,-0.012019531249999993,0.016732421875000014,0.006429687500000003
0.09702343750000003,0.5667607421875,0.15869531250000013,-0.08862109375000005,0.034601562500000016
-0.05960937500000002,-0.05732617187500022,-0.047056640625000146,0.022516601562500016,0.0022724609374999982
0.0015439453124999614,0.016648437500000224,0.03446093750000001,-0.013014648437499998,0.002066406249999986
0.04708105468750001,0.008536132812499986,-0.04938476562500016,-0.02107031250000002,0.025486328125000013
-0.010683593749999998,0.01954492187500012,0.058778320312500076,-0.001652343750000007,-0.020101562500000003
-0.043164062500000044,-0.026925781250000114,-0.058490234375000005,-0.014460937499999993,-0.015131835937500004
-0.16352832031249998,-0.19585351562500009,-0.16954980468749992,0.006404296874999993,0.02258105468749999
0.0613662109375,0.28384960937500026,0.15245996093749992,-0.021484375,-0.143982421875
-0.038024414062499956,-0.05559277343750013,-0.051541992187499996,0.03904199218750004,-0.0219609375
0.09096484374999997,0.5056279296875001,0.029389648437500027,-0.08015136718750004,0.03107714843749998
-0.062388671875000024,-0.014771484374999755,-0.060809570312500005,0.007023437500000007,-0.05095898437499996
-0.07141894531250004,-0.07558007812500023,-0.11120410156250005,-0.01322070312500001,-0.08021582031249996
0.0382314453125,-0.06385839843750007,-0.0007226562500000089,0.06693066406250003,0.2219521484375
0.05396972656249999,0.23191992187499988,0.11235937500000004,-0.11878125000000006,-0.06857031250000001
0.17350976562499998,0.03604785156250001,0.08455859374999997,-0.05991992187499995,0.005809570312500012
-0.0029843749999999836,0.10626953124999972,0.04025390625000003,-0.024995117187500027,-0.04619531250000003
0.049949218750000024,0.17095800781250015,0.07123046874999983,-0.07479296874999997,-0.03606054687499999
-0.006881835937500025,-0.3179130859374999,-0.003907226562499977,-0.04028222656250002,-0.04371582031249999
-0.185640625,-0.4778535156249999,-0.27105468749999995,0.004131835937499995,-0.10425585937499998
-0.1957255859375,0.04357421875000034,0.027223632812499954,-0.027061523437500012,-0.06961621093750003
0.18944824218749995,0.21958496093750002,0.20285546874999993,-0.016525390625000025,-0.030688476562499956
-0.18882519531249997,-0.3223164062499997,-0.07138476562499996,0.07995800781249995,0.018849609374999965
0.22245605468750002,0.3204394531250001,0.03996484374999998,-0.02623535156250001,-0.004143554687499995
-0.2850693359375,-0.15868554687500014,-0.05284960937499994,0.031193359375000007,-0.03998535156249999
0.14143554687500004,0.10090917968749968,0.08673242187499985,-0.04647949218750003,-0.010161132812499973
-0.3190166015625,-0.25947656249999995,-0.0784863281249999,0.06756249999999997,0.1284248046875
0.15818359375000002,0.21336816406250003,0.021286132812499803,-0.02809375000000003,-0.0035244140625000364
-0.04789062500000002,0.20334277343750018,0.1877773437500001,-0.07787890625000005,-0.08207519531249996
0.06392578125000004,0.012018554687500238,0.038223632812500075,0.0,0.017817382812500004
-0.16021582031249998,-0.11785449218749999,-0.06514843749999999,-0.04876464843749995,-0.07337304687499996
-0.0836650390625,-0.016946289062500064,-0.017226562500000098,0.00020605468750001243,-0.012226562500000038
0.03977441406250004,0.23417578124999983,-0.02505859375000008,-0.008469726562500002,0.04288964843750004
0.06062597656250002,0.0741279296874997,0.10192773437500002,0.027060546875000036,0.02507324218750001
-0.06619628906250002,-0.24842382812499997,-0.41841601562499986,0.07395410156250004,0.057814453125
-0.22113085937500004,-0.16537207031250012,-0.07181738281249994,-0.09319140625000011,-0.06838867187500003
-0.043677734375,-0.02446191406249998,-0.02678124999999998,0.04110839843750003,0.0
0.186064453125,0.43418847656250015,0.22282421875000002,-0.13468749999999985,-0.22437890624999995
0.37771875,0.2000214843750001,-0.05285937499999993,-0.061159179687499954,0.14504199218749997
-0.022716796875,-0.16073437499999987,-0.12856542968750007,-0.08242382812500004,-0.16621582031249998
0.16137304687499998,0.3231923828124996,0.06124218749999999,-0.06322460937499996,-0.03772558593749997
0.16195898437499998,-0.08335839843750037,-0.13957421874999998,0.05764746093749995,0.03586718750000001
0.37022070312499994,0.15375878906250007,0.396859375,-0.016526367187500002,-0.018049804687500004
0.03422363281249996,0.18844531250000007,-0.06702636718749999,-0.028495117187499863,0.001032226562500016
0.012233398437500043,0.11213378906250027,-0.1303066406250002,-0.010122070312500009,-0.005397460937499987
0.063314453125,-0.20649218749999987,-0.08484765625000001,0.06878906250000005,0.1553837890625
-0.0019550781250000093,0.004340820312499716,0.0015966796874999911,0.0004130859375000018,0.0012402343749999822
0.1817177734375,0.3444960937500001,0.19720703125000005,-0.027074218749999934,-0.03524707031250002
-0.198697265625,-0.2030996093749997,-0.11859472656250003,0.021690429687500012,0.028391601562500035
0.097435546875,0.13682226562499977,0.1730244140624999,-0.028094726562500005,-0.1131123046875
-0.008116210937500035,0.06096289062499993,0.2106611328125001,-0.09481835937500005,-0.009322265624999992
0.3209853515625,0.6116074218749998,0.19272265625000018,-0.04110839843750003,-0.014511718750000013
0.0595068359375,-0.019400390624999986,0.022441406250000018,0.0004130859375000018,0.012226562500000038
-0.22300878906249993,-0.09352734374999994,-0.09093847656249987,-0.038229492187499936,-0.058666992187500044
-0.0819091796875,-0.10640332031249988,-0.07732128906249991,-0.01817871093750001,-0.014511718750000013
-0.09282324218749999,0.017667968750000096,0.014184570312499867,0.02644140625000002,-0.013879882812500022
0.010278320312499978,0.11650097656250002,0.025193359375000002,-0.04194824218749993,0.0043505859374999845
-0.3455673828125,-0.17558691406250038,0.020997070312499977,0.047731445312499954,-0.06899609374999999
0.017880859375000002,-0.2690957031250001,-0.12002929687499986,0.011155273437500002,0.1942841796875
-0.08397363281250003,-0.16053515624999992,-0.07688769531249995,0.05103613281249997,-0.05986816406250001
-0.050051757812499986,-0.47809667968750014,-0.026059570312499947,0.032638671875000025,0.22410839843750002
-0.07625585937499996,0.12178906249999999,0.1122158203125001,-0.04420703125000003,-0.1773447265625
-0.2480869140625,-0.1195966796875001,-0.13667773437500008,0.011155273437500002,-0.09160253906249999
0.3321826171875,0.5667705078125,0.2696015624999999,-0.02912695312500002,0.0082890625
-0.5184267578125,-0.11900976562499999,-0.1094638671874999,0.07107421874999997,-0.09137109374999997
0.3090537109375,0.059202148437500046,0.027368164062499867,-0.010329101562499998,0.05262499999999998
0.293044921875,0.17619042968749987,0.057767578124999996,0.004958007812499998,0.05262499999999998
-0.06721875000000005,-0.011874999999999858,-0.002896484374999897,-0.006817382812499995,-0.012432617187499995
-0.28054785156249995,-0.020130859375000032,-0.10149609375000002,0.022103515625000014,-0.03232910156249996
-0.08911230468749998,-0.31341894531250025,-0.29391992187500016,0.05432910156250004,0.06671093750000001
-0.3187978515625,-0.23380566406249992,-0.09947460937500008,0.13905078125000014,0.02880468749999998
0.014593750000000016,-0.43190624999999994,-0.015925781249999993,0.034704101562500034,0.08390820312500002
